series_id,year,period,value,footnote_codes
CES0000000001,1957,M01,52887,
CES0000000001,1957,M02,53097,
CES0000000001,1957,M03,53156,
CES0000000001,1957,M04,53238,
CES0000000001,1957,M05,53150,
CES0000000001,1957,M06,53067,
CES0000000001,1957,M07,53123,
CES0000000001,1957,M08,53128,
CES0000000001,1957,M09,52934,
CES0000000001,1957,M10,52763,
CES0000000001,1957,M11,52558,
CES0000000001,1957,M12,52384,
CES0000000001,1958,M01,52076,
CES0000000001,1958,M02,51576,
CES0000000001,1958,M03,51299,
CES0000000001,1958,M04,51027,
CES0000000001,1958,M05,50914,
CES0000000001,1958,M06,50914,
CES0000000001,1958,M07,51039,
CES0000000001,1958,M08,51233,
CES0000000001,1958,M09,51506,
CES0000000001,1958,M10,51485,
CES0000000001,1958,M11,51944,
CES0000000001,1958,M12,52085,
CES0000000001,1959,M01,52478,
CES0000000001,1959,M02,52688,
CES0000000001,1959,M03,53014,
CES0000000001,1959,M04,53321,
CES0000000001,1959,M05,53550,
CES0000000001,1959,M06,53681,
CES0000000001,1959,M07,53804,
CES0000000001,1959,M08,53336,
CES0000000001,1959,M09,53428,
CES0000000001,1959,M10,53358,
CES0000000001,1959,M11,53634,
CES0000000001,1959,M12,54174,
CES0000000001,1960,M01,54274,
CES0000000001,1960,M02,54513,
CES0000000001,1960,M03,54454,
CES0000000001,1960,M04,54813,
CES0000000001,1960,M05,54475,
CES0000000001,1960,M06,54348,
CES0000000001,1960,M07,54306,
CES0000000001,1960,M08,54272,
CES0000000001,1960,M09,54227,
CES0000000001,1960,M10,54142,
CES0000000001,1960,M11,53961,
CES0000000001,1960,M12,53742,
CES0000000001,1961,M01,53683,
CES0000000001,1961,M02,53557,
CES0000000001,1961,M03,53659,
CES0000000001,1961,M04,53627,
CES0000000001,1961,M05,53786,
CES0000000001,1961,M06,53977,
CES0000000001,1961,M07,54123,
CES0000000001,1961,M08,54298,
CES0000000001,1961,M09,54388,
CES0000000001,1961,M10,54522,
CES0000000001,1961,M11,54742,
CES0000000001,1961,M12,54872,
CES0000000001,1962,M01,54891,
CES0000000001,1962,M02,55188,
CES0000000001,1962,M03,55275,
CES0000000001,1962,M04,55602,
CES0000000001,1962,M05,55628,
CES0000000001,1962,M06,55644,
CES0000000001,1962,M07,55746,
CES0000000001,1962,M08,55838,
CES0000000001,1962,M09,55978,
CES0000000001,1962,M10,56041,
CES0000000001,1962,M11,56056,
CES0000000001,1962,M12,56028,
CES0000000001,1963,M01,56115,
CES0000000001,1963,M02,56230,
CES0000000001,1963,M03,56320,
CES0000000001,1963,M04,56580,
CES0000000001,1963,M05,56616,
CES0000000001,1963,M06,56659,
CES0000000001,1963,M07,56794,
CES0000000001,1963,M08,56910,
CES0000000001,1963,M09,57078,
CES0000000001,1963,M10,57283,
CES0000000001,1963,M11,57255,
CES0000000001,1963,M12,57361,
CES0000000001,1964,M01,57487,
CES0000000001,1964,M02,57753,
CES0000000001,1964,M03,57897,
CES0000000001,1964,M04,57922,
CES0000000001,1964,M05,58089,
CES0000000001,1964,M06,58219,
CES0000000001,1964,M07,58412,
CES0000000001,1964,M08,58619,
CES0000000001,1964,M09,58903,
CES0000000001,1964,M10,58793,
CES0000000001,1964,M11,59218,
CES0000000001,1964,M12,59421,
CES0000000001,1965,M01,59582,
CES0000000001,1965,M02,59800,
CES0000000001,1965,M03,60003,
CES0000000001,1965,M04,60259,
CES0000000001,1965,M05,60491,
CES0000000001,1965,M06,60690,
CES0000000001,1965,M07,60965,
CES0000000001,1965,M08,61228,
CES0000000001,1965,M09,61490,
CES0000000001,1965,M10,61719,
CES0000000001,1965,M11,61996,
CES0000000001,1965,M12,62322,
CES0000000001,1966,M01,62529,
CES0000000001,1966,M02,62796,
CES0000000001,1966,M03,63192,
CES0000000001,1966,M04,63437,
CES0000000001,1966,M05,63712,
CES0000000001,1966,M06,64111,
CES0000000001,1966,M07,64301,
CES0000000001,1966,M08,64507,
CES0000000001,1966,M09,64643,
CES0000000001,1966,M10,64854,
CES0000000001,1966,M11,65019,
CES0000000001,1966,M12,65199,
CES0000000001,1967,M01,65407,
CES0000000001,1967,M02,65429,
CES0000000001,1967,M03,65530,
CES0000000001,1967,M04,65466,
CES0000000001,1967,M05,65620,
CES0000000001,1967,M06,65750,
CES0000000001,1967,M07,65888,
CES0000000001,1967,M08,66143,
CES0000000001,1967,M09,66164,
CES0000000001,1967,M10,66225,
CES0000000001,1967,M11,66703,
CES0000000001,1967,M12,66900,
CES0000000001,1968,M01,66804,
CES0000000001,1968,M02,67215,
CES0000000001,1968,M03,67295,
CES0000000001,1968,M04,67556,
CES0000000001,1968,M05,67652,
CES0000000001,1968,M06,67905,
CES0000000001,1968,M07,68126,
CES0000000001,1968,M08,68330,
CES0000000001,1968,M09,68484,
CES0000000001,1968,M10,68721,
CES0000000001,1968,M11,68984,
CES0000000001,1968,M12,69248,
CES0000000001,1969,M01,69439,
CES0000000001,1969,M02,69699,
CES0000000001,1969,M03,69905,
CES0000000001,1969,M04,70072,
CES0000000001,1969,M05,70328,
CES0000000001,1969,M06,70636,
CES0000000001,1969,M07,70729,
CES0000000001,1969,M08,71008,
CES0000000001,1969,M09,70914,
CES0000000001,1969,M10,71121,
CES0000000001,1969,M11,71086,
CES0000000001,1969,M12,71241,
CES0000000001,1970,M01,71176,
CES0000000001,1970,M02,71305,
CES0000000001,1970,M03,71451,
CES0000000001,1970,M04,71348,
CES0000000001,1970,M05,71124,
CES0000000001,1970,M06,71029,
CES0000000001,1970,M07,71053,
CES0000000001,1970,M08,70937,
CES0000000001,1970,M09,70944,
CES0000000001,1970,M10,70521,
CES0000000001,1970,M11,70409,
CES0000000001,1970,M12,70792,
CES0000000001,1971,M01,70865,
CES0000000001,1971,M02,70807,
CES0000000001,1971,M03,70860,
CES0000000001,1971,M04,71036,
CES0000000001,1971,M05,71247,
CES0000000001,1971,M06,71254,
CES0000000001,1971,M07,71315,
CES0000000001,1971,M08,71373,
CES0000000001,1971,M09,71614,
CES0000000001,1971,M10,71642,
CES0000000001,1971,M11,71847,
CES0000000001,1971,M12,72109,
CES0000000001,1972,M01,72441,
CES0000000001,1972,M02,72648,
CES0000000001,1972,M03,72944,
CES0000000001,1972,M04,73162,
CES0000000001,1972,M05,73469,
CES0000000001,1972,M06,73758,
CES0000000001,1972,M07,73709,
CES0000000001,1972,M08,74141,
CES0000000001,1972,M09,74264,
CES0000000001,1972,M10,74674,
CES0000000001,1972,M11,74973,
CES0000000001,1972,M12,75268,
CES0000000001,1973,M01,75617,
CES0000000001,1973,M02,76014,
CES0000000001,1973,M03,76284,
CES0000000001,1973,M04,76455,
CES0000000001,1973,M05,76648,
CES0000000001,1973,M06,76887,
CES0000000001,1973,M07,76913,
CES0000000001,1973,M08,77168,
CES0000000001,1973,M09,77276,
CES0000000001,1973,M10,77607,
CES0000000001,1973,M11,77920,
CES0000000001,1973,M12,78031,
CES0000000001,1974,M01,78100,
CES0000000001,1974,M02,78254,
CES0000000001,1974,M03,78296,
CES0000000001,1974,M04,78382,
CES0000000001,1974,M05,78549,
CES0000000001,1974,M06,78604,
CES0000000001,1974,M07,78636,
CES0000000001,1974,M08,78619,
CES0000000001,1974,M09,78610,
CES0000000001,1974,M10,78630,
CES0000000001,1974,M11,78265,
CES0000000001,1974,M12,77652,
CES0000000001,1975,M01,77293,
CES0000000001,1975,M02,76918,
CES0000000001,1975,M03,76648,
CES0000000001,1975,M04,76460,
CES0000000001,1975,M05,76624,
CES0000000001,1975,M06,76521,
CES0000000001,1975,M07,76770,
CES0000000001,1975,M08,77153,
CES0000000001,1975,M09,77228,
CES0000000001,1975,M10,77540,
CES0000000001,1975,M11,77685,
CES0000000001,1975,M12,78017,
CES0000000001,1976,M01,78503,
CES0000000001,1976,M02,78816,
CES0000000001,1976,M03,79048,
CES0000000001,1976,M04,79292,
CES0000000001,1976,M05,79312,
CES0000000001,1976,M06,79376,
CES0000000001,1976,M07,79547,
CES0000000001,1976,M08,79704,
CES0000000001,1976,M09,79892,
CES0000000001,1976,M10,79911,
CES0000000001,1976,M11,80240,
CES0000000001,1976,M12,80448,
CES0000000001,1977,M01,80690,
CES0000000001,1977,M02,80988,
CES0000000001,1977,M03,81391,
CES0000000001,1977,M04,81728,
CES0000000001,1977,M05,82088,
CES0000000001,1977,M06,82488,
CES0000000001,1977,M07,82834,
CES0000000001,1977,M08,83075,
CES0000000001,1977,M09,83532,
CES0000000001,1977,M10,83800,
CES0000000001,1977,M11,84173,
CES0000000001,1977,M12,84410,
CES0000000001,1978,M01,84594,
CES0000000001,1978,M02,84948,
CES0000000001,1978,M03,85460,
CES0000000001,1978,M04,86162,
CES0000000001,1978,M05,86509,
CES0000000001,1978,M06,86950,
CES0000000001,1978,M07,87204,
CES0000000001,1978,M08,87483,
CES0000000001,1978,M09,87621,
CES0000000001,1978,M10,87956,
CES0000000001,1978,M11,88391,
CES0000000001,1978,M12,88671,
CES0000000001,1979,M01,88808,
CES0000000001,1979,M02,89055,
CES0000000001,1979,M03,89479,
CES0000000001,1979,M04,89417,
CES0000000001,1979,M05,89789,
CES0000000001,1979,M06,90108,
CES0000000001,1979,M07,90217,
CES0000000001,1979,M08,90300,
CES0000000001,1979,M09,90327,
CES0000000001,1979,M10,90481,
CES0000000001,1979,M11,90573,
CES0000000001,1979,M12,90672,
CES0000000001,1980,M01,90800,
CES0000000001,1980,M02,90883,
CES0000000001,1980,M03,90994,
CES0000000001,1980,M04,90849,
CES0000000001,1980,M05,90420,
CES0000000001,1980,M06,90101,
CES0000000001,1980,M07,89840,
CES0000000001,1980,M08,90099,
CES0000000001,1980,M09,90213,
CES0000000001,1980,M10,90490,
CES0000000001,1980,M11,90747,
CES0000000001,1980,M12,90943,
CES0000000001,1981,M01,91033,
CES0000000001,1981,M02,91105,
CES0000000001,1981,M03,91210,
CES0000000001,1981,M04,91283,
CES0000000001,1981,M05,91296,
CES0000000001,1981,M06,91490,
CES0000000001,1981,M07,91601,
CES0000000001,1981,M08,91565,
CES0000000001,1981,M09,91477,
CES0000000001,1981,M10,91380,
CES0000000001,1981,M11,91171,
CES0000000001,1981,M12,90895,
CES0000000001,1982,M01,90565,
CES0000000001,1982,M02,90563,
CES0000000001,1982,M03,90434,
CES0000000001,1982,M04,90150,
CES0000000001,1982,M05,90107,
CES0000000001,1982,M06,89865,
CES0000000001,1982,M07,89521,
CES0000000001,1982,M08,89363,
CES0000000001,1982,M09,89183,
CES0000000001,1982,M10,88907,
CES0000000001,1982,M11,88786,
CES0000000001,1982,M12,88771,
CES0000000001,1983,M01,88990,
CES0000000001,1983,M02,88917,
CES0000000001,1983,M03,89090,
CES0000000001,1983,M04,89364,
CES0000000001,1983,M05,89644,
CES0000000001,1983,M06,90021,
CES0000000001,1983,M07,90437,
CES0000000001,1983,M08,90129,
CES0000000001,1983,M09,91247,
CES0000000001,1983,M10,91520,
CES0000000001,1983,M11,91875,
CES0000000001,1983,M12,92230,
CES0000000001,1984,M01,92673,
CES0000000001,1984,M02,93157,
CES0000000001,1984,M03,93429,
CES0000000001,1984,M04,93792,
CES0000000001,1984,M05,94098,
CES0000000001,1984,M06,94479,
CES0000000001,1984,M07,94789,
CES0000000001,1984,M08,95032,
CES0000000001,1984,M09,95344,
CES0000000001,1984,M10,95629,
CES0000000001,1984,M11,95982,
CES0000000001,1984,M12,96107,
CES0000000001,1985,M01,96372,
CES0000000001,1985,M02,96503,
CES0000000001,1985,M03,96842,
CES0000000001,1985,M04,97038,
CES0000000001,1985,M05,97312,
CES0000000001,1985,M06,97459,
CES0000000001,1985,M07,97648,
CES0000000001,1985,M08,97840,
CES0000000001,1985,M09,98045,
CES0000000001,1985,M10,98233,
CES0000000001,1985,M11,98443,
CES0000000001,1985,M12,98609,
CES0000000001,1986,M01,98732,
CES0000000001,1986,M02,98847,
CES0000000001,1986,M03,98934,
CES0000000001,1986,M04,99121,
CES0000000001,1986,M05,99248,
CES0000000001,1986,M06,99155,
CES0000000001,1986,M07,99473,
CES0000000001,1986,M08,99588,
CES0000000001,1986,M09,99934,
CES0000000001,1986,M10,100121,
CES0000000001,1986,M11,100308,
CES0000000001,1986,M12,100509,
CES0000000001,1987,M01,100678,
CES0000000001,1987,M02,100919,
CES0000000001,1987,M03,101164,
CES0000000001,1987,M04,101499,
CES0000000001,1987,M05,101728,
CES0000000001,1987,M06,101900,
CES0000000001,1987,M07,102247,
CES0000000001,1987,M08,102420,
CES0000000001,1987,M09,102647,
CES0000000001,1987,M10,103138,
CES0000000001,1987,M11,103372,
CES0000000001,1987,M12,103661,
CES0000000001,1988,M01,103753,
CES0000000001,1988,M02,104214,
CES0000000001,1988,M03,104489,
CES0000000001,1988,M04,104732,
CES0000000001,1988,M05,104962,
CES0000000001,1988,M06,105326,
CES0000000001,1988,M07,105550,
CES0000000001,1988,M08,105674,
CES0000000001,1988,M09,106013,
CES0000000001,1988,M10,106276,
CES0000000001,1988,M11,106617,
CES0000000001,1988,M12,106898,
CES0000000001,1989,M01,107161,
CES0000000001,1989,M02,107427,
CES0000000001,1989,M03,107621,
CES0000000001,1989,M04,107791,
CES0000000001,1989,M05,107913,
CES0000000001,1989,M06,108027,
CES0000000001,1989,M07,108069,
CES0000000001,1989,M08,108120,
CES0000000001,1989,M09,108369,
CES0000000001,1989,M10,108476,
CES0000000001,1989,M11,108752,
CES0000000001,1989,M12,108836,
CES0000000001,1990,M01,109199,
CES0000000001,1990,M02,109435,
CES0000000001,1990,M03,109644,
CES0000000001,1990,M04,109686,
CES0000000001,1990,M05,109839,
CES0000000001,1990,M06,109856,
CES0000000001,1990,M07,109824,
CES0000000001,1990,M08,109616,
CES0000000001,1990,M09,109518,
CES0000000001,1990,M10,109367,
CES0000000001,1990,M11,109214,
CES0000000001,1990,M12,109166,
CES0000000001,1991,M01,109055,
CES0000000001,1991,M02,108734,
CES0000000001,1991,M03,108574,
CES0000000001,1991,M04,108364,
CES0000000001,1991,M05,108249,
CES0000000001,1991,M06,108334,
CES0000000001,1991,M07,108292,
CES0000000001,1991,M08,108310,
CES0000000001,1991,M09,108336,
CES0000000001,1991,M10,108357,
CES0000000001,1991,M11,108296,
CES0000000001,1991,M12,108328,
CES0000000001,1992,M01,108369,
CES0000000001,1992,M02,108311,
CES0000000001,1992,M03,108365,
CES0000000001,1992,M04,108519,
CES0000000001,1992,M05,108649,
CES0000000001,1992,M06,108715,
CES0000000001,1992,M07,108793,
CES0000000001,1992,M08,108925,
CES0000000001,1992,M09,108959,
CES0000000001,1992,M10,109139,
CES0000000001,1992,M11,109272,
CES0000000001,1992,M12,109495,
CES0000000001,1993,M01,109794,
CES0000000001,1993,M02,110044,
CES0000000001,1993,M03,109994,
CES0000000001,1993,M04,110296,
CES0000000001,1993,M05,110568,
CES0000000001,1993,M06,110749,
CES0000000001,1993,M07,111055,
CES0000000001,1993,M08,111206,
CES0000000001,1993,M09,111448,
CES0000000001,1993,M10,111733,
CES0000000001,1993,M11,111984,
CES0000000001,1993,M12,112314,
CES0000000001,1994,M01,112595,
CES0000000001,1994,M02,112781,
CES0000000001,1994,M03,113242,
CES0000000001,1994,M04,113586,
CES0000000001,1994,M05,113921,
CES0000000001,1994,M06,114238,
CES0000000001,1994,M07,114610,
CES0000000001,1994,M08,114896,
CES0000000001,1994,M09,115247,
CES0000000001,1994,M10,115458,
CES0000000001,1994,M11,115869,
CES0000000001,1994,M12,116165,
CES0000000001,1995,M01,116501,
CES0000000001,1995,M02,116697,
CES0000000001,1995,M03,116907,
CES0000000001,1995,M04,117069,
CES0000000001,1995,M05,117049,
CES0000000001,1995,M06,117286,
CES0000000001,1995,M07,117380,
CES0000000001,1995,M08,117634,
CES0000000001,1995,M09,117875,
CES0000000001,1995,M10,118031,
CES0000000001,1995,M11,118175,
CES0000000001,1995,M12,118320,
CES0000000001,1996,M01,118316,
CES0000000001,1996,M02,118739,
CES0000000001,1996,M03,118993,
CES0000000001,1996,M04,119158,
CES0000000001,1996,M05,119486,
CES0000000001,1996,M06,119769,
CES0000000001,1996,M07,120015,
CES0000000001,1996,M08,120199,
CES0000000001,1996,M09,120410,
CES0000000001,1996,M10,120665,
CES0000000001,1996,M11,120961,
CES0000000001,1996,M12,121143,
CES0000000001,1997,M01,121363,
CES0000000001,1997,M02,121675,
CES0000000001,1997,M03,121990,
CES0000000001,1997,M04,122286,
CES0000000001,1997,M05,122546,
CES0000000001,1997,M06,122814,
CES0000000001,1997,M07,123111,
CES0000000001,1997,M08,123093,
CES0000000001,1997,M09,123585,
CES0000000001,1997,M10,123929,
CES0000000001,1997,M11,124235,
CES0000000001,1997,M12,124549,
CES0000000001,1998,M01,124812,
CES0000000001,1998,M02,125016,
CES0000000001,1998,M03,125164,
CES0000000001,1998,M04,125442,
CES0000000001,1998,M05,125844,
CES0000000001,1998,M06,126076,
CES0000000001,1998,M07,126205,
CES0000000001,1998,M08,126544,
CES0000000001,1998,M09,126752,
CES0000000001,1998,M10,126954,
CES0000000001,1998,M11,127231,
CES0000000001,1998,M12,127596,
CES0000000001,1999,M01,127702,
CES0000000001,1999,M02,128120,
CES0000000001,1999,M03,128227,
CES0000000001,1999,M04,128597,
CES0000000001,1999,M05,128808,
CES0000000001,1999,M06,129089,
CES0000000001,1999,M07,129414,
CES0000000001,1999,M08,129569,
CES0000000001,1999,M09,129772,
CES0000000001,1999,M10,130177,
CES0000000001,1999,M11,130466,
CES0000000001,1999,M12,130772,
CES0000000001,2000,M01,131005,
CES0000000001,2000,M02,131124,
CES0000000001,2000,M03,131596,
CES0000000001,2000,M04,131888,
CES0000000001,2000,M05,132105,
CES0000000001,2000,M06,132061,
CES0000000001,2000,M07,132236,
CES0000000001,2000,M08,132230,
CES0000000001,2000,M09,132353,
CES0000000001,2000,M10,132351,
CES0000000001,2000,M11,132556,
CES0000000001,2000,M12,132709,
CES0000000001,2001,M01,132698,
CES0000000001,2001,M02,132789,
CES0000000001,2001,M03,132747,
CES0000000001,2001,M04,132463,
CES0000000001,2001,M05,132410,
CES0000000001,2001,M06,132299,
CES0000000001,2001,M07,132177,
CES0000000001,2001,M08,132028,
CES0000000001,2001,M09,131771,
CES0000000001,2001,M10,131454,
CES0000000001,2001,M11,131142,
CES0000000001,2001,M12,130982,
CES0000000001,2002,M01,130852,
CES0000000001,2002,M02,130736,
CES0000000001,2002,M03,130717,
CES0000000001,2002,M04,130623,
CES0000000001,2002,M05,130634,
CES0000000001,2002,M06,130684,
CES0000000001,2002,M07,130590,
CES0000000001,2002,M08,130587,
CES0000000001,2002,M09,130501,
CES0000000001,2002,M10,130628,
CES0000000001,2002,M11,130615,
CES0000000001,2002,M12,130472,
CES0000000001,2003,M01,130580,
CES0000000001,2003,M02,130444,
CES0000000001,2003,M03,130232,
CES0000000001,2003,M04,130177,
CES0000000001,2003,M05,130196,
CES0000000001,2003,M06,130194,
CES0000000001,2003,M07,130191,
CES0000000001,2003,M08,130149,
CES0000000001,2003,M09,130254,
CES0000000001,2003,M10,130454,
CES0000000001,2003,M11,130474,
CES0000000001,2003,M12,130588,
CES0000000001,2004,M01,130769,
CES0000000001,2004,M02,130825,
CES0000000001,2004,M03,131142,
CES0000000001,2004,M04,131411,
CES0000000001,2004,M05,131694,
CES0000000001,2004,M06,131793,
CES0000000001,2004,M07,131848,
CES0000000001,2004,M08,131937,
CES0000000001,2004,M09,132093,
CES0000000001,2004,M10,132447,
CES0000000001,2004,M11,132503,
CES0000000001,2004,M12,132624,
CES0000000001,2005,M01,132774,
CES0000000001,2005,M02,133032,
CES0000000001,2005,M03,133156,
CES0000000001,2005,M04,133518,
CES0000000001,2005,M05,133690,
CES0000000001,2005,M06,133942,
CES0000000001,2005,M07,134296,
CES0000000001,2005,M08,134498,
CES0000000001,2005,M09,134566,
CES0000000001,2005,M10,134655,
CES0000000001,2005,M11,134993,
CES0000000001,2005,M12,135149,
CES0000000001,2006,M01,135429,
CES0000000001,2006,M02,135737,
CES0000000001,2006,M03,136047,
CES0000000001,2006,M04,136205,
CES0000000001,2006,M05,136244,
CES0000000001,2006,M06,136325,
CES0000000001,2006,M07,136520,
CES0000000001,2006,M08,136694,
CES0000000001,2006,M09,136843,
CES0000000001,2006,M10,136852,
CES0000000001,2006,M11,137063,
CES0000000001,2006,M12,137249,
CES0000000001,2007,M01,137477,
CES0000000001,2007,M02,137558,
CES0000000001,2007,M03,137793,
CES0000000001,2007,M04,137842,
CES0000000001,2007,M05,137993,
CES0000000001,2007,M06,138069,
CES0000000001,2007,M07,138038,
CES0000000001,2007,M08,138015,
CES0000000001,2007,M09,138095,
CES0000000001,2007,M10,138174,
CES0000000001,2007,M11,138284,
CES0000000001,2007,M12,138392,
CES0000000001,2008,M01,138403,
CES0000000001,2008,M02,138324,
CES0000000001,2008,M03,138275,
CES0000000001,2008,M04,138035,
CES0000000001,2008,M05,137858,
CES0000000001,2008,M06,137687,
CES0000000001,2008,M07,137491,
CES0000000001,2008,M08,137213,
CES0000000001,2008,M09,136753,
CES0000000001,2008,M10,136272,
CES0000000001,2008,M11,135545,
CES0000000001,2008,M12,134839,
CES0000000001,2009,M01,134055,
CES0000000001,2009,M02,133312,
CES0000000001,2009,M03,132512,
CES0000000001,2009,M04,131817,
CES0000000001,2009,M05,131475,
CES0000000001,2009,M06,131008,
CES0000000001,2009,M07,130668,
CES0000000001,2009,M08,130485,
CES0000000001,2009,M09,130244,
CES0000000001,2009,M10,130045,
CES0000000001,2009,M11,130057,
CES0000000001,2009,M12,129788,
CES0000000001,2010,M01,129790,
CES0000000001,2010,M02,129698,
CES0000000001,2010,M03,129879,
CES0000000001,2010,M04,130110,
CES0000000001,2010,M05,130650,
CES0000000001,2010,M06,130511,
CES0000000001,2010,M07,130427,
CES0000000001,2010,M08,130422,
CES0000000001,2010,M09,130357,
CES0000000001,2010,M10,130625,
CES0000000001,2010,M11,130750,
CES0000000001,2010,M12,130822,
CES0000000001,2011,M01,130841,
CES0000000001,2011,M02,131053,
CES0000000001,2011,M03,131288,
CES0000000001,2011,M04,131602,
CES0000000001,2011,M05,131703,
CES0000000001,2011,M06,131939,
CES0000000001,2011,M07,131999,
CES0000000001,2011,M08,132125,
CES0000000001,2011,M09,132358,
CES0000000001,2011,M10,132562,
CES0000000001,2011,M11,132694,
CES0000000001,2011,M12,132896,
CES0000000001,2012,M01,133250,
CES0000000001,2012,M02,133512,
CES0000000001,2012,M03,133752,
CES0000000001,2012,M04,133834,
CES0000000001,2012,M05,133934,
CES0000000001,2012,M06,134007,
CES0000000001,2012,M07,134159,
CES0000000001,2012,M08,134331,
CES0000000001,2012,M09,134518,
CES0000000001,2012,M10,134677,
CES0000000001,2012,M11,134833,
CES0000000001,2012,M12,135072,
CES0000000001,2013,M01,135263,
CES0000000001,2013,M02,135541,
CES0000000001,2013,M03,135680,
CES0000000001,2013,M04,135871,
CES0000000001,2013,M05,136093,
CES0000000001,2013,M06,136274,
CES0000000001,2013,M07,136386,
CES0000000001,2013,M08,136628,
CES0000000001,2013,M09,136815,
CES0000000001,2013,M10,137040,
CES0000000001,2013,M11,137304,
CES0000000001,2013,M12,137373,
CES0000000001,2014,M01,137548,
CES0000000001,2014,M02,137714,
CES0000000001,2014,M03,137968,
CES0000000001,2014,M04,138293,
CES0000000001,2014,M05,138511,
CES0000000001,2014,M06,138837,
CES0000000001,2014,M07,139069,
CES0000000001,2014,M08,139257,
CES0000000001,2014,M09,139566,
CES0000000001,2014,M10,139818,
CES0000000001,2014,M11,140109,
CES0000000001,2014,M12,140377,
CES0000000001,2015,M01,140568,
CES0000000001,2015,M02,140839,
CES0000000001,2015,M03,140910,
CES0000000001,2015,M04,141194,
CES0000000001,2015,M05,141525,
CES0000000001,2015,M06,141699,
CES0000000001,2015,M07,142001,
CES0000000001,2015,M08,142126,
CES0000000001,2015,M09,142281,
CES0000000001,2015,M10,142587,
CES0000000001,2015,M11,142824,
CES0000000001,2015,M12,143097,
CES0000000001,2016,M01,143170,
CES0000000001,2016,M02,143433,
CES0000000001,2016,M03,143662,
CES0000000001,2016,M04,143849,
CES0000000001,2016,M05,143891,
CES0000000001,2016,M06,144158,
CES0000000001,2016,M07,144512,
CES0000000001,2016,M08,144647,
CES0000000001,2016,M09,144916,
CES0000000001,2016,M10,145061,
CES0000000001,2016,M11,145212,
CES0000000001,2016,M12,145442,
CES0000000001,2017,M01,145627,
CES0000000001,2017,M02,145815,
CES0000000001,2017,M03,145944,
CES0000000001,2017,M04,146141,
CES0000000001,2017,M05,146296,
CES0000000001,2017,M06,146512,
CES0000000001,2017,M07,146727,
CES0000000001,2017,M08,146911,
CES0000000001,2017,M09,146929,
CES0000000001,2017,M10,147196,
CES0000000001,2017,M11,147421,
CES0000000001,2017,M12,147551,
CES0000000001,2018,M01,147672,
CES0000000001,2018,M02,148078,
CES0000000001,2018,M03,148254,
CES0000000001,2018,M04,148391,
CES0000000001,2018,M05,148669,
CES0000000001,2018,M06,148888,
CES0000000001,2018,M07,149024,
CES0000000001,2018,M08,149268,
CES0000000001,2018,M09,149348,
CES0000000001,2018,M10,149549,
CES0000000001,2018,M11,149683,
CES0000000001,2018,M12,149865,
CES0000000001,2019,M01,150134,
CES0000000001,2019,M02,150135,
CES0000000001,2019,M03,150282,
CES0000000001,2019,M04,150492,
CES0000000001,2019,M05,150577,
CES0000000001,2019,M06,150759,
CES0000000001,2019,M07,150953,
CES0000000001,2019,M08,151160,
CES0000000001,2019,M09,151368,
CES0000000001,2019,M10,151553,
CES0000000001,2019,M11,151814,
CES0000000001,2019,M12,151998,
CES0000000001,2020,M01,152271,P
CES0000000001,2020,M02,152544,P
CES0000000010,1964,M01,18193,
CES0000000010,1964,M02,18294,
CES0000000010,1964,M03,18383,
CES0000000010,1964,M04,18383,
CES0000000010,1964,M05,18443,
CES0000000010,1964,M06,18509,
CES0000000010,1964,M07,18686,
CES0000000010,1964,M08,18829,
CES0000000010,1964,M09,18779,
CES0000000010,1964,M10,18791,
CES0000000010,1964,M11,18878,
CES0000000010,1964,M12,18974,
CES0000000010,1965,M01,19022,
CES0000000010,1965,M02,19095,
CES0000000010,1965,M03,19166,
CES0000000010,1965,M04,19329,
CES0000000010,1965,M05,19375,
CES0000000010,1965,M06,19466,
CES0000000010,1965,M07,19744,
CES0000000010,1965,M08,19892,
CES0000000010,1965,M09,19887,
CES0000000010,1965,M10,20004,
CES0000000010,1965,M11,20111,
CES0000000010,1965,M12,20273,
CES0000000010,1966,M01,20363,
CES0000000010,1966,M02,20516,
CES0000000010,1966,M03,20668,
CES0000000010,1966,M04,20855,
CES0000000010,1966,M05,20980,
CES0000000010,1966,M06,21148,
CES0000000010,1966,M07,21341,
CES0000000010,1966,M08,21505,
CES0000000010,1966,M09,21516,
CES0000000010,1966,M10,21641,
CES0000000010,1966,M11,21760,
CES0000000010,1966,M12,21880,
CES0000000010,1967,M01,21960,
CES0000000010,1967,M02,22004,
CES0000000010,1967,M03,22082,
CES0000000010,1967,M04,22081,
CES0000000010,1967,M05,22153,
CES0000000010,1967,M06,22218,
CES0000000010,1967,M07,22197,
CES0000000010,1967,M08,22245,
CES0000000010,1967,M09,22580,
CES0000000010,1967,M10,22664,
CES0000000010,1967,M11,22793,
CES0000000010,1967,M12,22917,
CES0000000010,1968,M01,22945,
CES0000000010,1968,M02,23059,
CES0000000010,1968,M03,23126,
CES0000000010,1968,M04,23276,
CES0000000010,1968,M05,23325,
CES0000000010,1968,M06,23456,
CES0000000010,1968,M07,23390,
CES0000000010,1968,M08,23516,
CES0000000010,1968,M09,23718,
CES0000000010,1968,M10,23865,
CES0000000010,1968,M11,23984,
CES0000000010,1968,M12,24098,
CES0000000010,1969,M01,24210,
CES0000000010,1969,M02,24318,
CES0000000010,1969,M03,24392,
CES0000000010,1969,M04,24532,
